w_PLA_1 = (95.000000, 261.612914, -1425.725400, 1624.379157, -1563.018756, -916.270739, -2279.788085, 1329.564026, -914.559460, -381.753880, 1231.547657, -477.150124, -806.011948)
w_PLA_2 = (101.000000, 276.598947, -1542.284881, 1717.088136, -1688.836403, -980.764382, -2433.983859, 1395.199458, -970.491608, -408.096521, 1286.758738, -505.466878, -831.808193)
w_PLA_3 = (89.000000, 265.158807, -1292.221849, 1491.152954, -1395.242425, -890.360652, -2162.853607, 1214.170475, -851.280599, -345.859594, 1146.401633, -491.644942, -720.533010)
w_PLA_4 = (103.000000, 280.828031, -1548.417342, 1752.502835, -1704.659027, -1002.534219, -2495.193422, 1425.718208, -992.569016, -411.480950, 1327.161193, -515.379723, -860.674937)
w_PLA_5 = (99.000000, 276.752146, -1514.155279, 1683.824796, -1648.570839, -958.725284, -2377.163981, 1373.803178, -944.566988, -403.879992, 1266.036295, -502.285765, -826.620937)
w_PLA_6 = (91.000000, 265.942877, -1329.780204, 1538.993495, -1438.410445, -900.613157, -2194.176709, 1261.751155, -874.488763, -357.418421, 1177.948194, -495.511172, -750.776416)
w_PLA_7 = (99.000000, 271.346827, -1460.155363, 1692.706585, -1606.309542, -952.079214, -2376.807406, 1386.853607, -952.764798, -397.589328, 1300.983483, -495.328879, -862.779273)
w_PLA_8 = (104.000000, 280.332821, -1553.841842, 1778.500798, -1714.523722, -1000.257049, -2502.083584, 1450.219450, -1003.383405, -414.688998, 1351.046151, -510.610475, -888.209804)
w_PLA_9 = (83.000000, 257.396847, -1260.936005, 1391.920465, -1347.060645, -823.903372, -2001.667918, 1130.582672, -778.817152, -334.636228, 1045.687781, -454.407776, -639.552433)
w_PLA_10 = (119.000000, 262.258377, -1903.918292, 2103.302065, -2158.023550, -1094.525700, -2828.144790, 1719.475558, -1183.268854, -488.657528, 1521.532576, -485.257967, -1032.448875)
w_PLA_11 = (94.000000, 256.833872, -1398.308697, 1615.274796, -1534.157166, -903.453955, -2244.645859, 1330.328192, -909.309385, -378.623779, 1229.401517, -474.327002, -810.413035)
w_PLA_12 = (87.000000, 267.759620, -1270.210706, 1446.892104, -1359.084692, -871.428234, -2111.211582, 1174.849388, -820.476063, -342.921160, 1115.539732, -487.963875, -701.217987)
