w_PLA_1 = (105.000000, 296.274383, -1497.962777, 1797.672329, -1645.709140, -1029.673165, -2537.621291, 1483.470167, -1016.825145, -407.732997, 1396.243811, -555.264204, -909.321215)
w_PLA_2 = (98.000000, 301.755226, -1381.859077, 1617.778515, -1487.990024, -1008.551976, -2417.345211, 1306.392730, -936.349535, -366.223103, 1255.967840, -568.045754, -760.876290)
w_PLA_3 = (82.000000, 252.624965, -1151.435383, 1359.647578, -1240.914799, -845.234429, -2023.779645, 1103.814575, -787.946270, -306.710587, 1057.375734, -478.610390, -638.874949)
w_PLA_4 = (97.000000, 275.905645, -1402.841266, 1646.562713, -1525.968905, -955.647559, -2331.739867, 1350.591540, -937.161906, -375.750337, 1261.514492, -521.089510, -813.188799)
w_PLA_5 = (99.000000, 283.653024, -1431.397006, 1681.362964, -1566.093456, -974.577541, -2398.080256, 1376.694089, -950.273422, -388.716738, 1299.626744, -523.439235, -836.434333)
w_PLA_6 = (98.000000, 287.648476, -1420.954744, 1645.727241, -1543.781351, -986.647828, -2395.701206, 1339.441168, -941.690980, -379.374134, 1262.845966, -539.334481, -786.466285)
w_PLA_7 = (88.000000, 270.240903, -1259.188330, 1457.523954, -1350.514081, -904.068188, -2159.335886, 1179.345311, -842.895492, -331.004624, 1118.030943, -510.836617, -674.753192)
w_PLA_8 = (95.000000, 260.082659, -1397.566250, 1638.746096, -1533.427437, -913.996731, -2261.581430, 1351.969137, -920.411485, -376.964239, 1246.479704, -482.616434, -818.399686)
w_PLA_9 = (92.000000, 250.948756, -1351.422444, 1578.355320, -1484.024834, -894.735536, -2203.732638, 1297.366298, -895.446610, -360.856422, 1198.140979, -473.265121, -777.387391)
w_PLA_10 = (90.000000, 261.927008, -1307.822603, 1508.259965, -1424.235262, -908.464149, -2208.117550, 1224.261735, -867.397422, -346.413245, 1154.765940, -493.070160, -715.993629)
w_PLA_11 = (96.000000, 284.437875, -1399.529175, 1606.244493, -1515.512318, -972.402029, -2351.414679, 1305.347031, -920.039251, -371.898571, 1228.146176, -535.113299, -758.671178)
w_PLA_12 = (84.000000, 279.512232, -1163.300664, 1376.406213, -1227.667890, -875.887149, -2073.724317, 1123.268148, -790.565027, -318.836550, 1090.331036, -522.277389, -657.807938)
w_PLA_13 = (76.000000, 237.759397, -1090.250381, 1259.295142, -1157.425517, -779.778693, -1848.534049, 1023.947685, -726.685186, -286.137463, 960.923006, -450.556320, -579.295007)
w_PLA_14 = (103.000000, 280.409336, -1489.171877, 1769.140921, -1642.433468, -1003.189805, -2477.072796, 1455.901532, -1004.527904, -399.651771, 1355.871955, -529.837459, -883.106926)
w_PLA_15 = (103.000000, 245.333829, -1585.084808, 1814.817969, -1770.819132, -967.718505, -2428.024639, 1498.772209, -1023.541833, -410.266726, 1326.482040, -472.531461, -884.000258)
w_PLA_16 = (82.000000, 255.271935, -1181.562889, 1356.863987, -1263.370278, -837.934122, -2008.566083, 1100.344508, -777.685717, -316.027201, 1046.668577, -475.612050, -639.954101)
w_PLA_17 = (92.000000, 279.489337, -1305.323758, 1539.930031, -1401.733021, -934.278925, -2236.845261, 1263.914374, -882.175038, -353.588260, 1192.971819, -534.044203, -742.812251)
w_PLA_18 = (88.000000, 237.498433, -1312.168353, 1523.455169, -1436.666992, -840.269190, -2079.332694, 1259.298579, -854.856625, -352.346134, 1147.756032, -442.587434, -758.621085)
w_PLA_19 = (109.000000, 269.283746, -1634.797528, 1917.753611, -1823.273764, -1020.946561, -2573.132830, 1596.801603, -1072.727472, -443.819048, 1447.781100, -513.007697, -992.254720)
w_PLA_20 = (93.000000, 253.171505, -1356.507585, 1606.479986, -1491.404217, -901.590668, -2220.548100, 1325.815006, -909.759466, -361.314552, 1218.989558, -477.716899, -790.483222)
w_PLA_21 = (83.000000, 273.049896, -1147.410003, 1367.005413, -1210.761183, -863.166564, -2037.229775, 1119.585660, -785.958188, -313.636415, 1077.478266, -516.105298, -651.806216)
w_PLA_22 = (103.000000, 259.523371, -1561.245954, 1773.080936, -1733.895154, -997.858377, -2478.640997, 1444.451125, -1014.175483, -405.578416, 1315.263696, -499.097084, -856.877607)
w_PLA_23 = (89.000000, 282.232842, -1241.315450, 1465.364645, -1327.689700, -918.210750, -2196.733497, 1187.866624, -845.190420, -335.143838, 1152.289640, -527.781734, -703.649971)
w_PLA_24 = (79.000000, 241.003341, -1143.655446, 1318.601048, -1225.024113, -801.199743, -1920.986509, 1075.812338, -755.943429, -304.685928, 1009.221588, -453.725925, -620.512197)
